Tiêu đề,Địa chỉ,Miêu tả,Ngày đăng,Ngày hết hạn,Giá,Diện tích,Hướng nhà,Hướng ban công,Số phòng,Vệ sinh,Mặt tiền,Chiều rộng mặt tiền,Số tầng,Tình trạng  pháp lý,Nội Thất Cao Cấp,Loại danh sách,ID danh sách
"Tòa nhà 6tầng thang máy ngõ to như phố Xã Đàn kdoanh có vỉa hè 4 làn oto DT sổ 86m2 MT 5.4m, 45 tỷ","Phố Xã Đàn, Phường Trung Phụng, Đống Đa, Hà Nội","Tòa nhà 6tầng thang máy ngõ to như phố Xã Đàn kinh doanh có vỉa hè 4 làn oto: DT sổ đỏ 86m² x6,5 tầng MT 5.4m giá 45 tỷ. + Vị trí nhà nằm trên mặt ngõ 4 làn oto to như phố có vỉa hè. + Không có quy hoạch vì đg mới làm đã mở rộng to sạch đẹp. + Nhà mới xây được 3,4 năm chủ tự tay xây rất đẹp và chắc chắn. + Nội thất được thiết kế rất tỉ mỉ chỉn chu, toàn nội thất sịn. + Thiết kế: T1: VP tiếp khách hoặc gara. T2,3,4,5: 8 phòng, vs ở giữa. T6: Bếp, phòng khách. Tum: Phơi đồ.",08/11/2024,18/11/2024,45 tỷ,86 m²,8 phòng,5 phòng,Đầy đủ,N/A,"5,4 m",6 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41471201
"Bán tòa building mặt phố khu Hoàng Cầu lô góc, DT 125m2 x 8 tầng, MT 16,2m, giá 45 tỷ.LH 0869 999 ***","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","Nhà mặt phố khu hồ Hoàng Cầu - 8 tầng thông sàn - lô góc. DT 125m² thông sàn, MT 16,2m. Hiện đang cho thuê 150 triệu/ tháng. Sổ đỏ chính chủ, giao dịch ngay. Liên hệ  0869 999 ***  Huy mặt phố (Call/Zalo).",11/11/2024,21/11/2024,45 tỷ,125 m²,N/A,N/A,N/A,N/A,"16,2 m",8 tầng,N/A,N/A,N/A,Tin thường,40669571
Trung Kính bán tòa văn phòng 102m2 45 tỷ 9 tầng thang máy 2 mặt thoáng ô tô tránh trước nhà,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội","+ 9 tầng lừng lửng, có hầm - thang máy - phân lô - vỉa hè, ô tô tránh - kinh doanh - đẳng cấp. Vị trí: + Sát mặt phố Trung Kính to, nhà bán nằm ngay đoạn ngã 4 Trung Kính, Vũ Phạm Hàm. + Tập chung nhiều tòa nhà, văn phòng, công ty Hàn Quốc, nhà hàng Nhật Bản, Hàn Quốc. + Đường xá rộng 8m đẹp, vỉa hè ô tô tránh, dừng đỗ không ai hỏi thăm. Xung quanh nhiều tòa nhà VP, Chung cư, tiện ích ngập tràn. + Nhà chủ xây dựng, tỉ mỉ, chất lượng. Thiết kế 9 tầng hiện đại, đầy đủ nội thất cơ bản, có hầm để xe rộng, mặt tiền đẹp, phù hợp, thoả mãn mọi đối tượng khách mua. + Kết hợp vừa ở vừa cho thuê Văn Phòng doanh thu khoảng 180tr/Tháng. Thiết kế: T1: Hầm để xe rộng. T2 T3 T4 T5: Thông sàn. T6 T7: Mỗi tầng 2 ngủ khép kín. T8: Bếp. Khách. T9: Sân phơi. Phòng thờ. Phòng giúp việc. Sổ đỏ chính chủ, cất két, giao dịch luôn. + Liên hệ E Thiện xem nhà ngay nhé.",07/11/2024,14/11/2024,45 tỷ,102 m²,9 tầng,4 phòng,Sổ đỏ/ Sổ hồng,N/A,6 m,8 m,10 phòng,N/A,N/A,Tin VIP Bạc,41461508
Chỉ 45 tỷ sở hữu toà chung cư cao cấp 135m2 9T MT7m tại TT Cầu Giấy. 2 thang máy thiết kế hiện đại,"Phường Quan Hoa, Cầu Giấy, Hà Nội","Chỉ 45 tỷ sở hữu toà nhà chung cư cao cấp 135m², 9T MT 7m tại TT Q. Cầu Giấy. 2 thang máy thiết kế hiện đại - dòng tiền cho thuê 3tỷ/năm. + Vị trí đắc địa: - Giao thông thông thoáng. 2 mặt ngõ thoát hiểm. Liên kết với nhiều tuyến phố chính. - Khu vực đông dân cư các tỉnh về làm việc, lúc nào cũng fun phòng, tiện ích đầy đủ, gần chợ, trường học các cấp. Kinh doanh buôn bán sầm uất. + Thiết kế: 9 tầng. - Tầng 1: Gara để xe, 2 phòng. - Tầng 2: 1 phòng KD spa, 4 phòng ngủ. - Tầng 3,4,5,6,7: Mỗi tầng 6 phòng. - Tầng 8: Sân đá bóng + cafe. + Tổng 39 phòng khép kín - full nội thất đẹp lung linh. Từ tầng 2 xây đua ra đạt 135m². + Thiết kế tối ưu công năng, không 1 góc thừa, 2 thang máy đôn tải loại xịn nhất. - Nhà mới 100%, có giấy phép xây dựng và hệ thống phòng cháy chữa cháy tự động, đạt chuẩn quốc tế. Kích hoạt bất cứ lúc nào. + Sổ đỏ vuông đét, sẵn sàng giao dịch. * Liên hệ Mr Hoàng Anh  0328 821 ***",06/11/2024,16/11/2024,45 tỷ,120 m²,39 phòng,39 phòng,Đầy đủ,N/A,7 m,9 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41115546
Mặt phố Nguyễn Khang - 90m2 xây 8 tầng thang máy thông sàn - Vỉa hè kinh doanh - Giá 45 tỷ,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","- Vị trí mặt phố Nguyễn Khang, trước nhà vỉa hè kinh doanh, khu vực trung tâm sầm uất. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Thiết kế 8 tầng thông sàn kinh doanh đỉnh. Giá gặp chính chủ đàm phán thương lượng.",02/11/2024,12/11/2024,45 tỷ,90 m²,8 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,8 m,8 phòng,N/A,N/A,Tin thường,41250989
"Bán nhà gần phố Trung Kính, 2 thoáng vỉa hè, ô tô tránh, 110m2, 7 tầng, mặt tiền 6m, 45,8 tỷ","Dự án KĐT Trung Yên, Phường Trung Hòa, Cầu Giấy, Hà Nội","- Nhà vị trí rất đẹp, rất gần phố Trung Kính, 2 thoáng vỉa hè ô tô tránh, khu vực hạ tầng đồng bộ, dân cư đông đúc, tấp lập ngày đêm, tâp trung rất nhiều văn phòng công ty. - Nhà có mặt tiền rộng, xây 7 tầng còn rất mới, vật liệu xây dựng cao cấp, thiết bị nhập khẩu, sang xịn mịn, nhà thiết kế thông sàn phù hợp mọi loại hình kinh doanh. - Nhà đầy đủ GPXD, PCCC, sổ đỏ vuông đẹp như tờ A4. - Chủ cần thanh khoản nhanh, chào giá cực kỳ hấp dẫn. - Hotline:  0967 926 *** Chuyên tư vấn BĐS triệu đô).",10/11/2024,20/11/2024,"45,8 tỷ",110 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,6 m,7 tầng,N/A,N/A,N/A,Tin thường,41384058
"BÁN NHÀ TRẦN DUY HƯNG 130M, MT 8,4M Ô TÔ TRÁNH - VIEW MẶT HỒ - XÂY BUILDIND. GIÁ CHỈ 45 TỶ NHỈNH","Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","BÁN NHÀ TRẦN DUY HƯNG 130M, MT 8,4M Ô TÔ TRÁNH - VIEW MẶT HỒ - XÂY BUILDIND CỰC ĐẸP - SÁT MẶT PHỐ - HIẾM NHÀ BÁN.GIÁ CHỈ 45 TỶ NHỈNH *Mô tả:  - Đường Trần Duy Hưng nức tiếng Hà Nội giao thông kết nối tất cả các quận trung tâm đi đâu cũng gần. - Nối các trục đường chính Hà Nội : Nguyễn Chí Thanh, Khuất Duy Tiến, đại lộ Thăng Long, đường Láng, Nguyễn Khang, Trung Kính.... - Xung quanh tiện ích ngập tràn, bán kính 500m k thiếu thứ gì : bệnh viện, trường học, trung tâm thương mại, công viên.... - Vị trí siêu đẹp, mặt hồ, xây toà văn phòng, nhà nghỉ, khách sạn cực đẹp. - Khu vực nhiều Cty, toà VP, kinh doanh hái ra tiền. -  Nhà xác định bán đất tặng nhà nên không có gì nhiều mô tả. - Sổ vuông đầu bằng đít.sẵn sàng giao dịch *** liên hệ Mr Công  0865 676 ***",01/11/2024,11/11/2024,"45,9 tỷ",130 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"8,4 m",3 tầng,N/A,N/A,N/A,Tin thường,41390067
"Bán nhà biệt thự góc tại lô C2 KĐT Yên Hòa - Cầu Giấy - 450tr/m2, 200m2, 6PN, 6PT","Dự án Yên Hòa, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội","Nằm ở vị trí đắc địa tại lô góc C2 khu biệt thự 5,2ha Yên Hòa, Cầu Giấy, Hà Nội. - Diện tích rộng rãi 200m² với 2 tầng, phù hợp cho gia đình lớn hoặc làm văn phòng. - Thiết kế 6PN và 6PT, đáp ứng đầy đủ nhu cầu sinh hoạt của gia đình. - Hướng cửa chính Đông, mang lại phong thủy tốt cho gia chủ. - Mặt tiền 20m, thuận tiện cho việc kinh doanh hoặc cho thuê. Ngoài ra đây là căn góc 2 mặt đường. - Đường vào rộng 20m, thoải mái cho xe ô tô di chuyển. - Pháp lý đầy đủ, đảm bảo an tâm cho khách hàng. Liên hệ ngay với Lê Xuân Hùng qua số điện thoại  0904 833 ***  để được tư vấn miễn phí và xem thực tế căn nhà!",07/11/2024,17/11/2024,450 triệu/m²,200 m²,Đông,2 tầng,6 phòng,Sổ đỏ/ Sổ hồng,20 m,20 m,6 phòng,N/A,N/A,Tin VIP Vàng,41457711
"46 tỷ - toà nhà 8 tầng mặt phố Chùa Láng, MT5m có thang máy + dòng tiền rất cao0942 133 ***","Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội","Mặt phố Chùa Láng + mặt tiền rộng. Ôtô vỉa hè + 7 tầng + lửng + thang máy. Kinh doanh vp + dòng tiền cao... Nhà dòng tiền rất hiếm với diện tích rộng 105m² xây 8 tầng thang máy sịn sò, trung tâm quận Đống Đa. Vị trí đẹp, mặt phố Chùa Láng gần đường Láng, Kim Mã, Cầu Giấy, Nguyễn Khang, Nguyễn Chí Thanh... Khu vực tập trung rất nhiều trường đại học Giao Thông, Ngoại Thương, Ngoại Giao, ĐH Luật, Học viện HCQG và các công ty doanh nghiệp kinh doanh rất tốt. Gần nhiều siêu thị, ngân hàng, chợ dân sinh, bến xe, bệnh viện. Phù hợp cho thuê ngân hàng, văn phòng công ty, kinh doanh nhà hàng... Hiện tại đang cho thuê 90tr/ tháng. Ký hợp đồng 5 năm mới thuê 1 năm còn 4 năm hợp đồng. Mua được là được. Giá 46 tỷ. Sổ đỏ chính chủ - Nở hậu.",07/11/2024,14/11/2024,46 tỷ,105 m²,Tây - Bắc,Tây - Bắc,12 phòng,6 phòng,5 m,12 m,8 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tin VIP Bạc,40925938
Hoàng Cầu-Tòa VP mặt phố hàng xóm quận ủy Đống Đa 8 tầng thang máy dòng tiền 100tr/tháng 85m2 46 tỷ,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","- Tòa nhà mặt phố hàng xóm quận ủy Đống Đa, gần hồ Hoàng Cầu, vỉa hè rộng rãi kinh doanh mọi mặt hàng. Xung quanh sầm uất nhiều nhà hàng, khách sạn, cafe, ngân hàng,... - Nhà mới đẹp xây dựng 8 tầng thang máy đầy đủ nội thất dòng tiền cho thuê văn phòng 100tr/tháng. - Diện tích 85m² mặt tiền 5,5m thửa đất vuông A4 sẵn sàng giao dịch ngay. - Sổ đỏ chính chủ, pháp lý sạch sẽ, đầy đủ giấy phép XD. - Giá chào bán 46 tỷ có thương lượng.",07/11/2024,17/11/2024,46 tỷ,85 m²,8 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,5 m",30 m,3 phòng,N/A,N/A,Tin thường,41461144
Ô tô tránh - mặt hồ - KD đỉnh mặt hồ Trung Kính Cầu Giấy. 125m2. 2 tầng. MT 8.2m,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","Ô tô tránh - mặt hồ - KD đỉnh. Mặt hồ Trung Kính Cầu Giấy. 125m². 2 tầng. MT 8.2m. 368 triệu/m². - Vị trí siêu đẹp, mặt hồ, xây toà văn phòng. - Sổ vuông A4.",01/11/2024,11/11/2024,46 tỷ,125 m²,2 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"8,2 m",10 m,5 phòng,N/A,N/A,Tin thường,41390342
TRUNG TÂM ĐỐNG ĐA - Ngay Sát Mặt Phố Thái Hà 117m - giá 47 Tỷ,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","ĐƯỜNG OTO, CÁCH 1 nhà ra mặt phố Thái Hà - DT: 117m - Giá 4X TỶ THIẾT KẾ: CÔNG NĂNG Ở ĐẲNG CẤP HOẶC CHO THUÊ LÀM MẶT BẰNG CHO THUÊ  DÒNG TIỀN ( chủ đang thiết kế lên làm văn phòng) . Thiết kế: hiện tại 6 tầng thang máy: + Tầng 1: Gara ô tô ( to rộng 3 oto, xe máy thoải mái),  1 phòng ngủ, vệ sinh. + Tầng 2: Phòng khách, nhà bếp, vệ sinh. + Tầng 3,4,5: Mỗi tầng 2 phòng ngủ, 1 vệ sinh giữa + Tầng 6: Phòng thờ, sân phơi. ( Thêm tum đang để dàn năng lượng, két nước) + Zalo LH  0365 569 ***",09/11/2024,24/11/2024,47 tỷ,117 m²,6 phòng,4 phòng,nội thất hiện đại,N/A,"5,4 m",6 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41480478
Siêu phẩm 7 tầng - mặt phố Đống Đa - dòng tiền 80 triệu/ th - giá đầu tư chỉ 47 tỷ,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","Toà văn phòng 7 tầng trung tâm quận Đống Đa. Diện tích 90m² - mặt tiền 5.5m, đang cho thuê 80 triệu/ tháng. Vị trí siêu đắc địa: 3 Bước ra Xã Đàn, Phạm ngọc thạch, trung tâm của các trường đại học: Kinh tế quốc dân, xây dựng, bách khoa, đại học Y hà nội và bệnh viện: Bạch mai, đại học y. Phù hợp kinh doanh đa ngành nghề. Giá chỉ 47 tỷ, sôt đỏ sẵn sàng giao dịch. Liên hệ xem vị trí và xem trong  0902 669 ***",04/11/2024,15/11/2024,47 tỷ,90 m²,Đầy đủ,N/A,N/A,N/A,"5,5 m",Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin thường,41426271
"Bán nhà mặt phố tại phố Xã Đàn, 47 tỷ, 90m2, 7 tầng, 8PN, pháp lý đầy đủ","Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội","Nhanh tay sở hữu căn Nhà mặt phố lý tưởng tại Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội với những điểm nổi bật sau: - Diện tích rộng rãi 90m², thiết kế 7 tầng, 8 PN và 6 PT. - Mặt tiền 5.5m phù hợp cho các hoạt động kinh doanh. - Nội thất đầy đủ với điều hòa, tủ lạnh, giường... - Khu vực phong thủy tốt, mang lại tài lộc cho gia chủ. - Nằm trong khu vực thuận tiện, gần nhiều tiện ích như trường học, chợ, bệnh viện. - Pháp lý đầy đủ với sổ đỏ/sổ hồng. Để biết thêm thông tin chi tiết và đặt lịch xem nhà, vui lòng liên hệ Huyền Trang qua số điện thoại  0932 267 ***",08/11/2024,18/11/2024,47 tỷ,90 m²,8 phòng,6 phòng,Đầy đủ,N/A,"5,5 m",7 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41464047
Bán nhà mặt phố Trần Quang Diệu 80m 8 tầng thang máy vỉa hè kinh doanh công năng hoàn hảo giá 47 tỷ,"Đường Trần Quang Diệu, Phường Trung Liệt, Đống Đa, Hà Nội","Building 8 tầng - thông sàn kinh doanh - vị trí hiếm. - Vị trí cực đẹp giữa phố, sát chợ Thái Hà kinh doanh sầm uất ngày đêm. - Thang máy, cầu thang bộ, vệ sinh cuối. Khe thoáng giữa 2 phòng. - Phố kinh doanh sầm uất, tập trung nhiều toà văn phòng, công ty lớn nhỏ. Khu vực phân lô ô tô vòng quanh, mức sống cao hàng đầu quận Đống Đa, tiện ích cực kỳ đầy đủ, văn minh an ninh. - Vỉa hè rộng, ô tô dừng đỗ được. - Sổ đỏ vuông A4. Giá 47 tỷ, LH  0987 668 *** , miễn MG.",04/11/2024,19/11/2024,47 tỷ,80 m²,8 tầng,7 phòng,Đầy đủ,N/A,5 m,20 m,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41031703
"Bán tòa nhà 8 tầng mặt phố Trung Phụng 92m2 giá 47,8 tỷ vnd, MT 6m. Bệnh viện thẩm mỹ thuê trọn gói","Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội","Cần bán nhà mặt phố với giá 47,8 tỷ VND tại Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội, diện tích 92m², có sổ đỏ, 8 phòng ngủ. DTXD 660m². Đặc điểm nổi bật. * Pháp lý rõ ràng với sổ đỏ, đảm bảo quyền sở hữu cho người mua. Đây là một yếu tố quan trọng khi đầu tư bất động sản. * Nội thất cao cấp với các thương hiệu nổi tiếng như BOSCH, HEFEE, TOTO, mang lại sự sang trọng và tiện nghi cho ngôi nhà. * Nhà có 8 tầng, phù hợp cho việc kinh doanh hoặc cho thuê, tạo ra nguồn thu nhập ổn định. * Hướng cửa chính Đông Nam, mang lại ánh sáng tự nhiên và không khí thoáng đãng cho không gian sống. * Mặt tiền rộng 6,2m, tạo điều kiện thuận lợi cho việc kinh doanh và thu hút khách hàng. * Ngõ trước rộng 25m, dễ dàng di chuyển và vận chuyển hàng hóa. * Giá bán 47,8 tỷ VND, một cơ hội đầu tư hấp dẫn trong khu vực. * Diện tích 92m², đủ không gian cho gia đình lớn hoặc làm văn phòng. * Có 8 phòng ngủ và 7 toilet, đáp ứng nhu cầu sử dụng cho nhiều người. Liên hệ ngay với  0879 703 ***  Nguyễn Đình Vũ để biết thêm chi tiết và xem nhà.",08/11/2024,18/11/2024,"47,8 tỷ",92 m²,Đông - Nam,8 tầng,7 phòng,Sổ đỏ/ Sổ hồng,"6,2 m",25 m,8 phòng,"CAO CẤP, BOSCH, HEFEE, TOTO, THANG MÁY MITSUBISHI",N/A,Tin thường,41324954
Hoàng cầu - toà VP mặt ngõ 100m2 - lô góc - 8 tầng thang máy - oto tránh - kinh doanh dòng tiền,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","Hoàng Cầu - Toà VP mặt ngõ 100m² - lô góc - 8 tầng thang máy - oto tránh - kinh doanh dòng tiền. - Diện tích 100m x 8 tầng, mặt tiền 12m. - Giá 47.99 tỷ. - Nhà nằm vị trí đắc địa trung tâm Quận Đống Đa. - Gần mặt phố Nguyễn Hy Quang 15 mét, thông ra phố Hoàng Cầu, gần quận uỷ Đống Đa, khu vực an ninh tốt. - Dòng tiền ổn định. - Tòa nhà xây 8 tầng, thiết kế dạng văn phòng, các tầng đều thông san. - Sổ đỏ chính chủ. - Lh em Linh  0376 322 ***",07/11/2024,17/11/2024,"47,99 tỷ",100 m²,8 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,12 m,7 m,8 phòng,N/A,N/A,Tin thường,41211637
Tòa nhà văn phòng Xã Đàn - cực chất - 114m - 9 tầng - 48 tỷ,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội","9 nổi 1 hầm nhà 2 thoáng nội thất xịn 90% để lại, điều hòa âm trần. - Nhà phải nói nội thất siêu đẹp chủ để lại gần như hết cho khách. - Tầng hầm để xe, văn phòng, cho thuê dòng tiền ổn định.",02/11/2024,17/11/2024,48 tỷ,114 m²,9 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,18 m,8 phòng,N/A,N/A,Tin thường,39863462
Bán mặt phố Đống Đa - Trường Chinh - nối Giải Phóng - Trương Định - 135m2 - 9.5m MT - 48 tỷ,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",- Mặt phố Trường Chinh - nối Tây Sơn - đường Láng - sáng Tôn Thất Tùng - giao thông thuận lợi vị trí đẹp nhất. Diện tích rộng mặt tiền to xây tòa nhà thì tuyệt vời. - 135m² - 4tầng - 9.5m mt - 48ty. - Sổ đỏ chính chủ nở hậu (gặp chính chủ). - Ib để biết thêm thông tin.,07/11/2024,17/11/2024,48 tỷ,135 m²,4 phòng,3 phòng,N/A,N/A,"9,5 m",3 tầng,Sổ đỏ,N/A,N/A,Tin thường,39643435
"Bán nhà mặt phố tại phố Thái Hà, 48 tỷ, 170m2, pháp lý đầy đủ","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Nhà mặt phố tại Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội nổi bật với vị trí đắc địa và không gian rộng rãi. Đây là cơ hội tuyệt vời cho những ai đang tìm kiếm một bất động sản kinh doanh hoặc đầu tư tại trung tâm thành phố. + Diện tích: 170m². + Giá: 48 tỷ VND. + Pháp lý đầy đủ. + Tiện nghi: Điều hòa, tủ lạnh... Nơi đây không chỉ thuận tiện cho việc kinh doanh mà còn gần các tiện ích như siêu thị, trường học và bệnh viện, thuận lợi cho cuộc sống hàng ngày. Pháp lý rõ ràng, đảm bảo an toàn cho giao dịch. Để biết thêm thông tin chi tiết và được tư vấn miễn phí, hãy liên hệ ngay với Phạm Thị Sinh qua số điện thoại  0964 228 ***",07/11/2024,17/11/2024,48 tỷ,170 m²,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,"Điều hòa, tủ lạnh...",N/A,N/A,N/A,Tin thường,41460429
